0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
|__STATES,|__DISTRICTS,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_HAVE_HEARD_OF_RTISTI,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_HAVE_HEARD_OF_HIVAIDS,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_HAVE_ANY_SYMPTOMS_OF_RTISTI,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_WHO_KNOW_THE_PLACE_TO_GO_FOR_TESTING_OF_HIVAIDS12,|__AWARENESS_OF_RTISTI_AND_HIVAIDS_percent_-_WOMEN_UNDERWENT_TEST_FOR_DETECTING_HIVAIDS12,|__CHARACTERISTICS_OF_WOMEN_percent_-_CURRENTLY_MARRIED_WOMEN_WHO_ARE_ILLITERATE,|__CHARACTERISTICS_OF_WOMEN_percent_-_CURRENTLY_MARRIED_WOMEN_WITH_10_OR_MORE_YEARS_OF_SCHOOLING,|__MARRIAGE_-_MEAN_AGE_AT_MARRIAGE_FOR_GIRLS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__MARRIAGE_-_MEAN_AGE_AT_MARRIAGE_FOR_BOYS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__MARRIAGE_-_PERCENTAGE_OF_CURRENTLY_MARRIED_WOMEN_MARRIED_BELOW_AGE_18_YEARS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__MARRIAGE_-_PERCENTAGE_OF_CURRENTLY_MARRIED_MEN_MARRIED_BELOW_AGE_21_YEARS_MARRIAGES_THAT_OCCURRED_DURING_THE_REFERENCE_PERIOD,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_ANTENATAL_CARE,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_PREGNANCY_COMPLICATIONS,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_POST-DELIVERY_COMPLICATIONS,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_CHILDREN_WITH_DIARRHOEA13,|__UTILIZATION_OF_GOVERNMENT_HEALTH_SERVICES_percent_-_TREATMENT_FOR_CHILDREN_WITH_ARI13,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_LIVE_BIRTH,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_STILL_BIRTH,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_INDUCED_ABORTION,|__PERCENTAGE_OF_PREGNANCY_RESULTED_IN_-_SPONTANEOUS_ABORTION,|__PERCENTAGE_OF_HOUSEHOLDS_-_HAVING_ELECTRICITY,|__PERCENTAGE_OF_HOUSEHOLDS_-_IMPROVED_SOURCE_OF_DRINKING_WATER1,|__PERCENTAGE_OF_HOUSEHOLDS_-_HAVING_ACCESS_TO_IMPROVED_TOILET_FACILITY,|__PERCENTAGE_OF_HOUSEHOLDS_-_USE_CLEAN_FUEL_FOR_COOKING2
Karnataka,Devangere,31,70.8,14.2,74.6,53.5,30.1,37.9,21.2,27.2,7,5.4,73.3,59.6,63.6,65.2,44.4,92.8,1.2,1.5,4.5,96.1,99,60.1,43.4
Karnataka,Shimoga,34.1,81,12.8,66.5,48.7,20.9,39.7,22.2,28.1,4,4.3,73.4,65.1,63.3,37.5,30.3,94.9,0.7,2.1,2.3,95.5,81.8,74.3,50.1
Karnataka,Udupi,38.1,85,10.5,69.5,66.9,11.6,45.1,24.3,30.2,0.9,0.9,46,46.1,49.2,58.3,33.3,98.7,0,0.5,0.8,96.9,57.6,84.6,80
Karnataka,Chickmanglur,22.8,60.2,22.1,76.3,54.6,22.4,37.9,22.4,27.1,4.7,6.1,65.9,56.4,68.9,66.7,63.6,96.2,0.6,0.6,2.5,96.3,92.5,59.7,43.2
Karnataka,Tumkur,26.4,79.6,7.2,77.8,47.2,19.3,50.5,20.8,27.3,11,3.1,70.1,42.9,28,37.5,15,89.8,1,3,6.1,97.6,96.9,54.5,55.9
Karnataka,Kolar,7.8,44.7,7,69,47.3,33.5,37.8,20.1,26.3,13.1,6.3,74.9,66.4,77.3,25,55.6,96.3,1.1,0.4,2.3,98.4,99,49.5,43.8
Karnataka,Banglore,16.2,83.2,11.4,80,50,20.5,48.7,20.8,26.7,11.8,4.1,58.6,42,40.5,40,40,92.9,0,2.6,4.6,98.9,97.9,89.4,80.5
Karnataka,Banglore Rural,39.4,64.6,10,79.8,62.8,21.5,46.4,21,27,6.7,3.9,63.2,49.4,52,36.8,31.4,91.9,1.1,2.4,4.7,98.3,99.4,77.2,59.6
Karnataka,Mandya,32.3,79.2,18.5,78.7,47.1,23.9,42.3,20.6,27.9,11.1,1.8,68.9,47.5,40,27.3,41.4,94.6,2.2,1.3,1.9,95.3,98.4,53.5,53.4
Karnataka,Hassan,59.6,90.9,24.9,89.6,55.9,20.4,42.5,22.1,27.2,3.3,3.6,65.6,57.4,63.6,60,52,91.4,1.6,1.6,5.5,92.6,95.5,67.6,52.4
Karnataka,Dakshina Kannada,48,83,9.1,82.3,56.2,10.2,42.8,23.5,29,1.1,2.2,47.9,33.3,37,46.2,33.3,95.8,0.2,1.6,2.4,97.6,76.7,96.4,52
Karnataka,Kodagu,42.3,69.6,19.7,76.4,37.9,12.3,54,22.2,28.4,1.1,3.9,75.5,73.9,73.3,55.6,59.1,98.5,0.4,0,1.1,94.5,88.8,90.1,57.2
Karnataka,Mysore,31.2,58.9,9.6,80.4,60.1,30.5,35,20.7,27.6,10.3,4.9,72.1,64.8,61.8,76.9,64.3,95.1,0.9,0.9,3.1,97.8,98.9,59.1,57.9
Karnataka,Chamaranjangar,20.6,68.3,8.4,70.4,36.4,37.5,27.7,20.7,26.7,16.9,5,77,57.7,77.8,40,26.7,96.4,1.7,0.8,1.1,96.2,99.5,47.8,57.9
Karnataka,Ramanagara,14,51.2,13.4,71.9,59.8,28.7,35.4,20.9,26.6,10.2,3.3,63,47.9,53.7,44,37.8,97,0.2,0.7,2.1,97.4,99,62.7,47.3
Karnataka,Chikkaballarpura,11.1,42,6.9,57.4,44.5,32.1,33.7,19.8,25.8,10.7,7,74,54.4,57.1,84.2,47.8,96.6,0.8,0.8,1.8,98.1,98.9,50,42.2
Karnataka,Yadgir,13.9,43.4,3.5,74.3,50.1,65.5,14.5,18.5,24,36.4,19.1,63.3,34.1,42.5,55,37.5,96.3,1.3,0.7,1.7,95.6,97.5,17.5,18.5
Kerala,Kasaragod,25.4,47.5,21.4,59.8,50.2,22.9,46.6,21.9,28.5,3.8,1.4,60.3,52.4,66.7,0,0,95.7,0.4,1.6,2.3,98,87.4,97.9,33.3
Kerala,Kannur,53.1,47.5,9.4,59.5,44,8,61,22.7,28.5,0,1.5,37.9,17.6,0,0,0,92.5,3,2.2,2.2,98.7,90.9,98.7,19.5
Kerala,Wayanad,26.3,71.3,4.9,47.7,45.9,1.8,65.1,22.3,27.6,2.4,0.9,64.6,65.9,50,0,0,94.6,1.8,0,3.6,98.1,96.5,99.8,16.9
Kerala,Kozhikode,51.9,85.6,12.1,59.6,49.7,0.4,63.5,22.2,28.6,2.3,0,60.7,50.6,46.3,0,0,92.6,0.2,2.2,5,99.3,97.2,99.7,24.6
Kerala,Malappuram,37.8,66.4,7.2,39.1,29.1,12.2,69.3,20,26.2,26.3,4.8,39.5,24.5,26.7,0,0,95.8,0,0.8,3.5,98.7,96.3,99.7,76.4
Kerala,Palakkad,46.9,71.8,15.7,36,16.2,4.3,93.8,21.1,19.5,0,0,77.8,71.4,100,0,0,92.3,0,3.8,3.8,99.4,99.7,99.7,97.8
Kerala,Thrissur,53,84.1,4.9,46.5,32.4,2.3,75.1,23,28.7,1.3,0.5,48.1,30.2,6.3,0,0,98.4,0,0,1.6,99.1,94.9,99.2,68.1
Kerala,Ernakulam,31.3,71.6,13.3,46.6,39.3,1.1,74.7,23.4,28.5,0.8,0,34.8,32.5,66.7,0,0,98.1,0.8,0.8,0.4,99.6,94.5,99.1,57.5
Kerala,Idukki,46.5,62.4,14.3,64.1,85.5,12.2,70.2,22.7,0,0,0,0,0,0,0,0,0,0,0,0,96.7,90.1,87.7,36
Kerala,Kottayam,54,87.1,3.7,50.4,39.1,1.9,81.6,24.4,29,3.9,0.7,59.2,45,33.3,0,0,89.1,0.9,5,5,99.5,87.7,99.1,60.5
Kerala,Alappuzha,65.9,89,11.5,52,31.5,1.5,67.9,24,28.7,0,0,65.5,54.3,73.7,0,0,96.1,0.4,1.3,2.2,99.2,94,98.7,56.7
Kerala,Pathanamthitta,72.6,89.9,12.5,76.6,83.1,3,88.4,19.8,26.1,0,4.1,62.5,100,0,0,0,62.2,2.7,21.6,13.5,99.4,67.9,88.5,44.3
Kerala,Kollam,73.5,91,16.2,58.1,39,0.4,64.9,23,29,0.5,0,53.8,38.7,34.9,0,0,93.2,0,3.7,3.1,98.5,92.5,99.3,58.1
Kerala,Thiruvananthapuram,33.1,87.8,1.7,51.8,42.3,0.4,73.9,22.4,28.8,1.1,0,51.6,48.7,77.8,0,0,94.5,0.2,2,3.3,98.8,93.5,99.3,69.6
Maharashtra,Nandurbar,21.4,57.5,11.9,66,52.1,37.7,35.4,20.1,24.1,11.4,12.8,63.2,42.9,42.1,73.7,44.1,93.2,1.3,1.7,3.8,86.6,94.2,47.7,47.6
Maharashtra,Dhule,17,56.1,8.6,74.4,45.8,34.3,33,19.4,24.4,17,13.5,75.1,49.3,31.6,65.4,38.5,94.2,1.2,2.4,2.2,95.6,97.7,41.7,48.7
Maharashtra,Jalgaon,5.8,51.1,5,67,47.9,26,33.1,19.1,24.2,14.2,7.3,60.3,37.7,42.9,60,45.5,96.9,0.6,0.8,1.7,96.6,97.8,42.1,53
Maharashtra,Buldana,14.8,53.7,16.1,57.8,28.9,20.5,39.9,19.6,24.3,9.5,8.5,61.6,49.1,47.8,52.2,40,94.8,1.2,1.5,2.5,97.6,96,47.9,37.1
Maharashtra,Akola,30.5,65.4,23.8,70.4,43.2,11,45.6,20.5,25.9,3.4,5.7,59.4,35.3,46.2,24.1,23.6,92.9,1.5,2.7,2.9,95.4,98.4,52.2,44
Maharashtra,Washim,20,56.4,19.1,65,30,17.6,38.3,19,25.1,16.2,7.1,64.3,33.3,36.1,50,13.6,94.6,2.2,1.6,1.6,96.5,87.4,52,43.6
Maharashtra,Amravati,39.2,70.2,28,72,40.8,8.3,47.1,20.2,27,4.2,7.1,68.7,51.5,50.6,59.6,37.7,89.9,2,4,4.1,95.2,98.2,65.8,40.3
Maharashtra,Wardha,19.6,62.4,14.3,76.2,48.7,8,65,21.1,27.4,1.1,1.7,68.1,59,69.4,72.7,64.4,96.3,0.7,0.2,2.8,96.5,97.6,57.2,50.6
Maharashtra,Nagpur,18.2,63.7,23.3,79.1,54,8.4,58,21.8,26.6,0.7,4.1,66.4,57.7,64.1,61.9,50.8,88.9,1.5,6.2,3.4,96.3,97.4,74.7,60.4
Maharashtra,Bhandara,11.1,48.6,17.5,69.8,44.8,9.8,60.9,21.4,26.7,1,2.9,77.8,66.7,58.3,81.8,41.7,96.4,0.3,0.6,2.7,97.6,95.8,69.6,48.2
Maharashtra,Gondiya,14.7,57.4,20,71.6,45.4,9.2,62.9,20.4,23.9,0,5,68.1,61.3,63.5,66.7,38.6,94.5,0.9,0.9,3.7,94.4,92.1,65.6,46.1
Maharashtra,Gadchiroli,16.7,58.4,10.3,74.2,45.4,24.8,43.9,21.3,25.7,4,8.1,74.9,52.9,70,54.5,59.1,93.8,2,1,3.2,88.5,90.8,51.2,44.9
Maharashtra,Chandrapur,16.6,62.6,12.3,72.4,44.4,18.2,44.8,20.8,26.8,1.4,1.8,72,60.6,45.5,58.8,50,93.5,1.7,1.5,3.3,93.9,94,54.1,45
Maharashtra,Yavatmal,19.4,63.1,17.6,73.6,42.2,15.8,39.8,20.5,25.2,3.8,5,52.3,40.8,43.2,43.8,17.3,93,2,2.2,2.5,90.6,93.8,49.5,44.7
Maharashtra,Nanded,14.4,48.3,11.4,49.1,28.3,36,29.7,18.9,23.3,21.1,17.5,65.4,40.4,75,61.5,44.4,98,1,0.5,0.5,96.6,98.5,41.9,34.4
Maharashtra,Hingoli,6.1,30.9,6.3,49.8,34.1,32.3,31.1,19,23.7,20.7,17.6,53.8,29.6,50,58.3,0,97.4,1.4,0,1.2,96.8,96.5,51.3,33.6
Maharashtra,Parbhani,15.2,54.9,22.5,47.5,20.8,31.4,27.7,19.2,23.6,17.3,17.5,56.1,42,47.8,40.7,53.3,97.2,0.5,1.6,0.7,93,96.8,48.7,35.6
Maharashtra,Jalna,15.9,51.3,9.6,64.9,46.6,31.8,28.3,18.4,23.5,26.6,17.2,62.1,34.8,36.2,45.5,30.7,91,1.5,2.4,5,93.1,82.7,48.8,33.3
Maharashtra,Aurangabad,29.4,63.3,23,72.3,43.8,23.4,39.3,18.5,23.9,30.4,14,45.4,36.3,35.5,83.5,32.5,89.2,1.5,4.3,5,94.7,96.2,59.3,48.5
Maharashtra,Nashik,29.8,72.2,10.6,71,49,23.2,36.3,20,24.7,7.6,9.4,68.4,50.8,50,73.5,65.5,94.2,1.2,2,2.6,96.3,91.4,55.3,57.9
Maharashtra,Thane,22,60,13.6,62.3,38.3,21.4,48.3,21.4,25.7,1.3,9.8,60.6,43.5,41.3,66.7,37.5,96.4,0.3,0.3,3,98.2,88.4,69.9,66
Maharashtra,Mumbai (Suburban),33.5,80.7,8.8,70.6,48.8,13.7,56.1,22.4,25.8,4.7,8.2,52,55.8,63.2,46.2,52.9,95.5,0.6,0.8,3.1,99.5,99.5,85.9,88.5
Maharashtra,Mumbai ,40.2,85.8,11,72.3,50.4,7.8,62.7,24.3,27.2,0,3.9,48.1,45,69.2,100,83.3,95.1,1.2,3.1,0.6,99.9,99.9,91.4,94.7
Maharashtra,Raigarh,21.6,66.7,11.6,76.2,48.8,15,38.3,21.3,26.6,2.9,6.4,100,34.3,42.3,27.3,45.5,94.4,0.6,2.4,2.6,98.9,94.1,78.4,71.8
Maharashtra,Pune,28.2,77.2,10.6,83,57,10.8,48.4,21.2,25.5,5.6,7.7,46.1,34.8,17.2,58.3,40,95.2,1.3,1.9,1.7,98.1,96,83.4,78.8
Maharashtra,Ahmadnagar,10.9,59.3,7.9,68.5,52.8,21.6,62.4,19.3,24.1,20.5,12.8,57.8,47.3,52.5,42.1,33.3,96.7,0.5,0.6,2.2,92.8,87.1,51.3,42.7
Maharashtra,Bid,14.9,47.1,7.1,49.7,42.4,29.5,40.4,18.6,23.4,24.7,13.3,60.6,50,50,70.6,50,92.9,1.1,1.9,4.1,98.1,94.8,51,42.9
Maharashtra,Latur,19.5,55.9,15.8,54,41.1,24.2,39.1,19.1,23.6,16.4,14.8,50.5,34.8,38.5,39.1,21.4,94.2,0.2,3,2.7,97.6,98.9,50,40.1
Maharashtra,Osmanabad,14,62.9,10.5,57.5,26.1,24.7,58.9,19.4,24.4,18.2,10.6,63.3,36.8,100,60,83.3,97.8,0.2,0.2,1.8,93.9,98.5,42,40.3
Maharashtra,Solapur,19.9,57,7.7,74.6,50.7,26.8,34.6,19.2,25,22.5,9.9,64.7,29.2,41.4,55.6,34.8,93.3,1,2.1,3.6,94.9,96.1,62.9,52.4
Maharashtra,Satara,22.4,65.9,12.6,78.3,53.2,7.4,35.4,21.5,27,3.6,4,36.5,27,25,35,25,94.9,0.7,1.5,2.9,97.9,98.4,77.9,67.9
Maharashtra,Ratnagiri,15.4,56.4,153,77.9,58.3,9.7,33,22.4,26.7,0,4.1,48.3,50,51.4,61.1,53.1,96.2,0,1.7,2,98.2,94.4,84.2,59.6
Maharashtra,Sindhudurg,13.8,62.5,19.2,81.7,54.1,7.3,55.4,23,28.3,3,1.8,71.7,59.2,42.3,83.3,46.7,93,1.2,3.3,2.4,99.3,75.9,88.3,54.8
Maharashtra,Kolhapur,16.4,62.2,17.7,81.2,51.4,13.1,51.7,20.2,25.9,6.8,4.6,50,38.1,37.8,46.7,35.5,95.3,0.5,1.7,2.5,98.4,97.1,82.2,59.5
Maharashtra,Sangli,21.9,63.6,12.6,66.9,50,17.4,44.3,20.1,25,13.3,6.2,63.6,42,41.7,55,37.5,97,1.3,0.6,1.1,96.6,95.3,79.7,54.8
Manipur,Senapati,18.2,92.2,18.8,56.4,27,27.9,26.8,22.9,25.3,5.5,13,73.4,64,40,83.3,50,94.7,1.2,1.2,2.9,73.3,33.8,68.1,8.5
Manipur,Tamenglong,16.1,84.2,18.8,59.5,34.2,48.4,13.8,22.7,26.4,5.2,10.8,87.5,100,75,100,50,96,1.1,0.4,2.6,66.9,59.7,73,10.3
Manipur,Churachandpur,14.7,89,15.6,61.5,27.1,13.6,27.4,22.4,25.1,9.4,8.8,68.3,47.8,0,40,20,95.4,1.4,0.9,2.3,66,56.6,71,21.4
Manipur,Bishnupur,54.6,99.1,17.6,83,54.5,25.6,43.3,24.1,26.2,8.1,13,82.7,77.8,66.7,78.5,41.7,88.2,0.7,6.6,4.5,81,51.7,83.8,29.6
Manipur,Thoubal,70.2,99.4,15.5,82.9,59.2,30.4,38.5,23.1,26.6,9.2,6.9,72.6,61,40,50,42.8,91.3,0.9,4.3,3.4,50,47.3,73.3,29.3
Manipur,Imphal West  ,69.5,99.4,15.6,85.7,64.5,18.7,56.6,25.9,27.2,5.6,7.3,65.4,56.7,55.6,71.4,35.7,94.6,0.3,2.8,2.3,84.1,78.2,90.6,61.5
Manipur,Imphal East  ,54.4,97.5,20.6,77.8,52.9,26.2,47.7,25.4,27.8,4.5,9.7,78.1,74.7,56,71.4,35.7,93,0.4,3.4,3.1,75.1,60.4,78.5,37.2
Manipur,Ukhrul,9.7,97,10,44.3,28.6,7.1,45,23.3,27.9,6.5,5.7,45.7,31.3,28.6,11.1,33.3,92.2,0.8,1.3,5.7,41.2,51,76.4,8
Manipur,Chandel,55.8,98.9,13.9,59.9,37.3,29.2,22.8,21.3,25.9,15.6,11.5,69.7,57.1,33.3,50,0,89.6,0.4,2.8,7.2,69.3,54.2,68.2,14.9
Meghalaya,West Garo Hills,9.3,18.9,8,53,6.8,48,19.5,22.9,23.4,0,33.3,95.8,100,100,100,100,100,0,0,0,73.7,82.2,48,8
Meghalaya,East Garo Hills,9.4,21.1,7.9,49.7,15.8,59.3,23.4,22.3,23.4,12.8,28.6,93.1,84.4,83.3,100,70,99.1,0.5,0,0.4,69.7,56.2,40.8,6.6
Meghalaya,South Garo Hills,12.4,20.6,8.3,46.3,5.6,34.6,11.7,23,23.4,0,0,94.4,0,0,0,0,100,0,0,0,96,92.8,77.6,9
Meghalaya,West Khasi Hills,3.4,18.9,4.2,32.1,5.9,28.2,10,23.4,28.7,0,0,76.9,60,66.7,20,0,97.7,0.3,0.3,1.6,98,84.7,84.5,4
Meghalaya,Ri Bhoi,4.9,32.1,18.2,23.9,4.8,41.5,13.8,23,23.7,6.3,12.5,86.3,82,85,100,80,98,0.8,0,1.2,87.8,79.3,72.1,7.9
Meghalaya,East Khasi Hills,5.7,47.1,8.8,33.6,11.1,14.1,33.1,25.8,30.8,0,0,70.1,55.6,100,100,66.7,98.5,1,0,0.5,98.7,93.4,83,37.8
Meghalaya,Jaintia Hills,5.1,32.1,10.4,16.3,2.3,38.1,16.4,23.5,27,0,16.7,83.1,71.4,65.2,33.3,72.7,97.7,0,0,2.3,89.6,75.4,66.8,10.2
Mizoram,Mamit,33.1,78.8,14.5,59.3,37.9,15.8,20.9,22.2,26.2,2.2,11.3,98.9,86.7,88.9,80,100,99.4,0.2,0,0.4,88.9,62.5,87.4,29.3
Mizoram,Kolasib,23.8,90.4,25.3,79.7,55.2,9.8,23.2,23.2,25.4,5.2,15.6,98.5,81.8,75,45.5,57.1,98.5,0.5,0,1,95.4,83.4,83.4,54.6
Mizoram,Aizawl,44.5,97.9,16,79,58,1.8,48.2,24.6,27.4,3.5,8.7,91.6,55,78.6,75,45.5,99.6,0,0.2,0.2,99.7,94.9,97.1,80.3
Mizoram,Champhai,26.5,93.6,15.4,59,48.5,2.2,25.2,22.5,25.9,9.7,20,99.4,87,100,100,80,99.1,0.5,0.2,0.2,99.4,92.1,94.6,33.6
Mizoram,Serchhip,27.5,97.4,35,79.7,56,0.6,25.4,23.9,26.9,4.3,7.2,98.7,86.4,75,63.6,60,98.2,0.8,0,1,99.1,90.9,89,39.2
Mizoram,Lunglei,30.3,70.7,14.5,72.2,41.3,17.7,27.5,23.4,27.1,6.4,11.9,96.5,74.5,77.8,75,72.7,99.4,0,0,0.6,88.2,80.6,83.1,46.7
Mizoram,Lawngtlai,14.5,39.7,32.1,60.4,43.8,44.1,11.1,21.5,24.1,13.6,23,81.8,45.9,42.9,72,36.7,95.8,1.4,0,2.7,35.6,52.4,46.2,26.5
Mizoram,Saiha,27.1,82.2,23.2,68.9,39.7,6.6,38.8,21.7,23,8.2,22.1,95.4,72.4,73.3,76.2,62.1,94.4,4.6,0.1,0.9,88.7,89.3,93.3,59
Nagaland,Mon,10.7,63.8,8.9,22.5,8.4,17.9,13.3,22.4,27.4,10.5,12,96.9,100,100,0,100,97.8,1.6,0.5,0,96.9,64.8,75.3,6.3
Nagaland,Tuensang,25.3,85.6,7.5,40.3,19.4,18.7,16,22.5,26.9,0,7.4,64.3,50,75,100,60,99.2,0.6,0.2,0,99.6,80.1,79.4,6.9
Nagaland,Mokokchung,18.5,87.1,27,51.3,34.8,6.3,31.1,25.1,29.2,2.9,4.7,86.9,55.6,22.2,0,100,99,1,0,0,100,73.8,95.2,32.8
Nagaland,Zunheboto,8.8,76.1,3.5,39.6,15.8,11.4,24.7,25.8,27.7,0,0,70.6,83.3,50,0,0,96,2,2,0,100,57.9,82.7,13.6
Nagaland,Wokha,15.1,69.7,8.6,27.3,13,6.1,23.9,23,26.2,0,13.2,60,57.1,80,0,0,99,1,0,0,94.6,56.6,79.6,14.5
Nagaland,Dimapur,25.7,86,22.1,47.2,25.7,19.8,32.7,21.3,26.7,13.3,5.7,47.1,38.5,36.4,36.4,18.2,92.4,1.7,2.8,3,97.6,56.6,90.7,14.5
Nagaland,Kohima,18.9,83.9,11.4,59.3,40.9,11,36.6,25.7,29.7,2.3,7.5,77.8,73.3,100,0,60,98.5,0.5,1,0,99.3,79.7,91.3,39
Nagaland,Phek,9.9,67.7,7.3,35,11.2,12,24.3,25.8,26.3,0,3.8,71.4,33.3,0,0,0,100,0,0,0,99.9,84.2,87.6,17.4
Nagaland,Kiphire,7.2,62.4,5.8,49.9,17.8,17.2,20.3,26.8,27.3,0,2.9,80,100,0,0,0,92.3,7.7,0,0,99.4,86,82.8,3.1
Nagaland,Longleng,12.6,83.5,5.8,38.6,8,10.3,21.4,25.6,26.6,0,1.3,92.3,100,0,0,0,97.8,0,1.1,1.1,81.7,32.3,66.9,2.4
Nagaland,Paren,4,68.8,3.6,16.6,10,20.7,16.9,22.2,23.7,8.1,14.9,79.4,33.3,100,0,0,96.1,1.9,0.6,1.3,95.6,73,77.3,13.3
Pudducherry,Yanam,5.7,49.3,8.5,64.3,37.2,23.7,41.3,20.9,25.9,13.4,5.8,61.3,51.6,22.2,0,57.1,98.1,0,0,1.9,99.7,100,95.2,93.9
Pudducherry,Pondicherry,23.7,80.4,8.7,61.9,43.1,15.9,54.1,23,28.3,2.7,3.9,81.4,75.8,60,100,57.1,98.1,0,1.6,0.3,99.5,99.2,68.6,76.1
Pudducherry,Mahe,62.4,90.4,2.4,70,42.6,0.5,85.1,23.6,29.9,1,0,30.8,21.3,33.3,33.3,18.2,91.7,0.6,2.1,5.6,99.8,97.9,99.7,55.4
Pudducherry,Karaikal,8.7,79.5,14.9,51.4,31.4,9.2,47.2,23.4,28.1,4.5,3.5,72.4,49.3,62.5,80,61.5,98.3,0.5,0,1.2,98.9,99.2,69.5,65.6
Punjab,Gurdaspur,43.8,88.5,7,63.1,27.7,21.6,49.6,22.1,25.9,3.3,8.4,61.8,43.6,25,70,63.6,95,0.6,1.3,3.2,99.8,99.9,83.8,59.6
Punjab, Amritsar,57.2,91,4.4,49.9,30.7,25.6,46.5,21.9,24.9,1.9,8,65.5,36.1,50,61.5,100,97.5,0.6,0.6,1.2,99.6,99.8,89.9,67.4
Punjab,Kapurthala,42.6,86,10.2,52.9,27.7,25.2,49.5,22.6,25.9,2.3,5.2,68.1,49.1,70,25,25,97.5,0.6,0.6,1.2,99.9,99.7,96.2,72.6
Punjab, Jalandhar,62.1,91,4.7,59,29.9,20.2,51.2,20.9,26.1,2,5.2,69.6,62.7,45,58.3,100,96.6,0.6,0.3,2.5,99.5,99.7,94.4,75.7
Punjab,Hoshiarpur,52.9,96.3,8.3,73.9,27.7,10.4,59.7,23.2,26.5,0,5.1,51.4,46.5,30.8,21.1,40,93.5,1.4,1,4.1,99.2,99.1,84.3,60.1
Punjab,Shahid Bhagat Singh Nagar,58.7,95,10.4,69,27.5,16,52.2,23.8,26.8,0.6,7.1,40.4,42.9,29.4,82.4,100,94.7,1.8,0.3,3.3,99.5,99.6,87.9,60.6
Punjab,Rupnagar,53.3,94.8,12.8,64.8,23.8,14.9,52.1,22.6,25.6,1.6,4.5,68.2,56,63.6,55.6,33.3,96,1,0.6,2.4,99.7,98.4,83.7,57
Punjab,Fatehgarh Sahib,54.6,85.5,8.2,50.4,19,21.9,45,22.7,24.9,2,10,63.8,49.5,60,23.5,22.2,95.2,1.3,1.2,2.3,99.6,99.6,92,60.1
Punjab,Ludhiana,24.9,75.1,7.3,51.1,21.2,22.5,45.7,22.1,25,3.4,9.3,46.2,31,21.4,14.3,33.3,96.4,1.5,0.6,1.5,99.2,99.2,88.8,60.4
Punjab,Moga,13.5,66.1,7.9,48.2,18.7,34.5,37.8,21.7,25,3.4,13.1,43.9,32.6,40,11.1,10,94.7,0.9,1,3.4,98.6,96.1,91.8,43.6
Punjab,Firozpur,13.2,48.4,7.9,30,14.9,40.2,31.2,20.7,22.6,6,21,44.4,32.2,40.5,11.1,13,92.8,1.4,2.2,3.5,97.6,97.7,81.5,42.2
Punjab,Muktsar,16.7,58.8,8.1,47.4,13.1,42,29.3,21,23.1,7.1,19,41.3,21.4,35,4.8,14.9,94.1,1.1,1,3.8,98.2,94.2,83.4,42
Punjab,Faridkot,15.4,69,12.8,45,13.5,33.8,36.1,21.1,24.2,8.1,14.6,62.3,42.5,64,25,20,90.9,1.3,2.7,5.2,99,96,85.1,48.8
Punjab,Bhathinda,13.2,58.5,11.1,40,16.7,36.1,38.2,21.7,23.8,7,15.5,47.4,33.7,40,8.3,28.2,92.4,1,1.4,5.3,98.5,97.7,83.2,46.2
Punjab,Mansa,7.1,42.2,10.9,35.6,8.2,43.5,30.3,20.9,22.5,4.1,18.6,55.4,43.6,57.1,26.7,29.1,93.5,0.9,1.9,3.8,97.6,97.1,77.4,33.3
Punjab,Sangrur,9.5,56,10.2,45.5,23.2,37.2,36.7,22.1,24.2,4.7,12.9,57.5,32.6,46.7,75,38.5,95.1,0.6,0.6,3.6,98.3,98.6,88.9,49.7
Punjab,Patiala,31.4,75.6,9.1,47.4,25.3,33.7,40.1,22.1,24.2,3.7,13.2,68.6,57.6,71.4,57.7,23.1,97.1,0.5,0.5,1.8,99.6,99.8,88.8,59.7
Punjab,SAS Nagar,69.5,89.3,6.4,57.8,28.1,15,60,22.2,24.9,0,5.6,76.7,65.6,66.7,66.7,50,92.3,1.4,0.9,5.4,99.6,99.7,90.3,74.2
